"Usuário","ID da OBRA","Nome da Obra","Comentário","ID das Incongruências"
"TDP2018","1370","700022 - Escola de Educação Inf - São João do Jaguaribe/CE",NA,"9;7"
"TDP2018","1386","830030 - Escola de Educação Infantil - Pirapemas/MA",NA,"9;7"
"TDP2018","1432","830103 -Escola de Educação Infantil - Formoso do Araguaia/TO",NA,"9;7"
"TDP2018","1496","700017/08 - Escola de Educação Infantil - Rio Tinto/PB",NA,"8"
"TDP2018","1497","710025 - Escola de Educação Infantil - Liberdade/MG",NA,"11"
"TDP2018","1516","710277 - Escola de Educação Infantil - Tipo B -Guaraciama/MG",NA,"9;7"
"TDP2018","1537","710026 - Escola de Educação Infantil - Tipo B - Guaraíta/GO",NA,"9;7"
"TDP2018","1560","830257 - Escola de Educação Infantil - Resende/RJ",NA,"9;7"
"TDP2018","1566","830062 - Escola de Educação Infantil - Santos Dumont/MG",NA,"9;7"
"TDP2018","1569","710161 - Escola de Educação Infantil - Tipo B - Aracruz/ES",NA,"8"
"TDP2018","1577","700098 - Escola de Educação Infantil - Anísio de Abreu/PI",NA,"7"
"TDP2018","1578","700063 - Escola de Educação Infantil - Mauriti/CE",NA,"9;7"
"TDP2018","1579","710148 - Escola de Educação Infantil - Nova Russas/CE",NA,"9;7"
"TDP2018","1581","830452 - Escola de Educação Infantil B - Palmácia/CE",NA,"9"
"TDP2018","1583","710262 -Escola de Educação Infantil - Ouro Preto do Oeste/RO",NA,"7"
"TDP2018","1602","830230 - Escola de Educação Infantil - B - Pau dos Ferros/RN",NA,"9;7"
"TDP2018","1604","710002 - Escola de Educação Infantil - Coração de Jesus/MG",NA,"9"
"TDP2018","1605","830431 - Escola de Educação Infantil - Tipo B - Sampaio/TO",NA,"9;7"
"TDP2018","1606","700075 - Escola de Educação Infantil - Wanderley/BA",NA,"9;7;8"
"TDP2018","1610","710010 - Escola de Educação Infantil - Águas Vermelhas/MG",NA,"9;8"
"TDP2018","1630","830426 - Escola de Educação Infantil - Mata Verde/MG",NA,"9;7"
"TDP2018","1640","700114 - Escola de Educação Infantil - Grajaú/MA",NA,"9;7"
"TDP2018","1656","710212 - Escola de Educação Infantil - Piracanjuba/GO",NA,"9;7"
"TDP2018","1657","710091 - Escola de Educação Infantil - Rio Verde/GO",NA,"7;8"
"TDP2018","1661","830003 - Escola de Educação Infantil - Buritizeiro/MG",NA,"9;7"
"TDP2018","1678","700050 - Escola de Educação Infantil - São Romão/MG",NA,"9;7"
"TDP2018","1682","700018 - Escola de Educação Infantil - Tipo B - Riachão/PB",NA,"9;8"
"TDP2018","1711","710134 - Escola de Educação Infantil - São José do Norte/RS",NA,"9;7"
"TDP2018","1739","830437 - Escola de Educação Infantil - Matrinchã/GO",NA,"9;7"
"TDP2018","1792","710014 - Escola de Educação Infantil - Caçapava do Sul/RS",NA,"9"
"TDP2018","1838","830069 - Escola de Educação Infantil - Murutinga do Sul/SP",NA,"9;7;8"
"TDP2018","1867","830473 - Escola de Educação Infantil - Campinorte/GO",NA,"9;7"
"TDP2018","1870","710240 -Escola de Educação Infantil - Itapirapuã Paulista/SP",NA,"9;7"
"TDP2018","1927","710291 - Escola de Educação Infantil - Paranapanema/SP",NA,"11"
"TDP2018","1953","700035 - Escola de Educação Infantil - Antônio João/MS",NA,"9;7"
"TDP2018","1959","710147 - Escola de Educação Infantil - Cromínia/GO",NA,"9;8"
"TDP2018","2001","710172 - Escola de Educação Infantil - Glória dOeste/MT",NA,"9;7"
"TDP2018","2028","710249 - Escola de Educação Infantil - Piúma/ES",NA,"11;7"
"TDP2018","2033","830270 - Escola de Educação Infantil - Ilicínea/MG",NA,"9"
"TDP2018","2035","710145 - Escola de Educação Infantil - Muzambinho/MG",NA,"9;7"
"TDP2018","2053","830238 - Escola de Educação Infantil - Peruíbe/SP",NA,"9;7"
"TDP2018","2061","830045 - Escola de Educ. Infantil - Tipo B - Francisco Sá/MG",NA,"9;7;8"
"TDP2018","2072","710159 - Escola de Educação Infantil - Capim Branco/MG",NA,"9;7"
"TDP2018","2078","830387 - Escola de Educação Infantil - Abatiá/PR",NA,"9;7"
"TDP2018","2087","710126 - Escola de Educação Infantil - Lajes/RN",NA,"9;7;8"
"TDP2018","2088","700055 - Escola de Educação Infantil - Condado/PB",NA,"9;7"
"TDP2018","2095","830033 - Escola de Educação Infantil - Tipo B - Umirim/CE",NA,"9;7"
"TDP2018","2107","700019 - Escola de Educação Infantil - Sítio Novo/MA",NA,"9;7;8"
"TDP2018","2155","830077 - Escola de Educação Infantil - Casa Branca/SP",NA,"9;7"
"TDP2018","2168","830475 - Escola de Educação Infantil - Aporé/GO",NA,"9;8"
"TDP2018","2176","830450 - Escola de Educação Infantil - Catingueira/PB",NA,"9;7"
"TDP2018","2182","830187 - Escola de Educação Infantil - Pacujá/CE",NA,"9"
"TDP2018","2188","830224 - Escola de Educação Infantil - Tipo B - Inhuma/PI",NA,"9;7"
"TDP2018","2207","700111 - Escola de Educação Infantil - Jaguaretama/CE",NA,"9;7"
"TDP2018","2232","700043 - Escola de Educação Infantil - Dirceu Arcoverde/PI",NA,"9;7"
"TDP2018","2241","830294 - Escola de Educação Infantil - Santo Hipólito/MG",NA,"9;7"
"TDP2018","3551","710219 - Escola de Educação Infantil - Canguaretama/RN",NA,"9;7"
"TDP2018","3784","700297 - Escola de Educação Infantil - Coremas/PB",NA,"11"
"TDP2018","3805","700201 - Escola de Educação Infantil - Riachinho/TO",NA,"9;7"
"TDP2018","3810","700243 - Escola de Educação Infantil - Marcelino Vieira/RN",NA,"9"
"TDP2018","5788","700219 - EEEFM 21 de Abril - Ampliação e Reforma - Palestina do Pará /PA",NA,"9;7;8"
"TDP2018","7361","700254 - Espaço Educativo Urbano II - Porto da Folha/SE",NA,"9;7"
"TDP2018","7810","700262 - Espaço Educativo Urbano II - Formoso/MG",NA,"9;7"
"TDP2018","7882","710484 - E Educ Infantil Tipo C - EMENDA - UIRAMUTA/RR",NA,"9;7"
"TDP2018","7883","710353 - E Educ Infantil Tipo C - EMENDA - CANTA/RR",NA,"9;7;8"
"TDP2018","7905","710432 - E Educ Infantil Tipo C - EMENDA - AMAJARI/RR",NA,"9;7;8"
"TDP2018","8094","816135 - Centro de 23 salas de aula - Constr - Macapá/AP",NA,"11;8"
"TDP2018","8102","804023 - Escola de Ensino Fundamental - Constr - Taperoá/BA",NA,"9;7;8"
"TDP2018","8371","657713 - Esc. Educ. Infantil - Tipo B - Tefe/AM",NA,"9;7;8"
"TDP2018","8373","656808 - Escola de Educação Infantil - Tipo C - COCAL /PI",NA,"9"
"TDP2018","8375","656983 - Esc. Educ. Infantil - Tipo B - SILVANOPOLIS/TO",NA,"9;7"
"TDP2018","8379","657711 - Esc. Educ. Infantil - Tipo C -  - Construção - AURORA DO TOCANTINS/TO",NA,"9;7;8"
"TDP2018","8380","658737 - Esc. Educ. Infantil - Tipo B - DIVINOPOLIS DE GOIAS/GO",NA,"9;7"
"TDP2018","8388","656831 - Esc. Educ. Infantil - Tipo B - PONTE ALTA DO BOM JESUS /TO",NA,"9;7"
"TDP2018","8398","656980 - Esc. Educ. Infantil - Tipo B - VIANOPOLIS/GO",NA,"9;7"
"TDP2018","8400","656939 - Esc. Educ. Infantil - Tipo B - ITAGUATINS /TO",NA,"9;7"
"TDP2018","8401","657543 - Esc. Educ. Infantil - Tipo B - SANTA RITA DO PARDO /MS",NA,"9;7"
"TDP2018","8408","657242 - Esc. Educ. Infantil - Tipo C -  - Construção - BREJO DE AREIA/MA",NA,"9"
"TDP2018","8410","657705 - Esc. Educ. Infantil - Tipo C - BELA VISTA DO MARANHAO/MA",NA,"9;7;8"
"TDP2018","8411","656815 - Esc. Educ. Infantil - Tipo C - Construção - QUATIPU",NA,"9;7"
"TDP2018","8412","656446 - Esc. Educ. Infantil - Tipo B - TRIUNFO POTIGUAR/RN",NA,"9;7"
"TDP2018","8417","657712 - Esc. Educ. Infantil - Tipo B - TURILANDIA/MA",NA,"9;7"
"TDP2018","8418","658376 - Esc. Educ. Infantil - Tipo B - ARAGUANA/MA",NA,"9;7"
"TDP2018","8429","657734 - Esc. Educ. Infantil - IPUEIRAS/TO",NA,"9;7;8"
"TDP2018","8443","658668 - Esc. Educ. Infantil - Tipo B - LUZINOPOLIS/TO",NA,"9;7;8"
"TDP2018","8445","656919 - Esc. Educ. Infantil - Tipo B - NATIVIDADE /TO",NA,"9;8"
"TDP2018","8446","657735 - Esc. Educ. Infantil - Tipo B - GOIATINS /TO",NA,"9;7;8"
"TDP2018","8455","656368 - Esc. Educ. Infantil - Tipo B - ITAPORA/MS",NA,"9;7;8"
"TDP2018","8460","656582 - Esc. Educ. Infantil - Tipo B - GUARANTA DO NORTE /M",NA,"9;8"
"TDP2018","8464","657175 - Esc. Educ. Infantil - Tipo B - PEDRO GOMES /MS",NA,"9;7"
"TDP2018","8484","656892 - Esc. Educ. Infantil - Tipo B - Careiro/AM",NA,"9;7;8"
"TDP2018","8488","656494 - Esc. Educ. Infantil - Tipo B -  - Construção - ENVIRA/AM",NA,"9;7"
"TDP2018","8501","658377 - Esc. Educ. Infantil - Tipo C - MAGALHAES BARATA/PA",NA,"9;7"
"TDP2018","8502","658667 - Esc. Educ. Infantil - Tipo B - Porto de Moz/PA",NA,"9;7;8"
"TDP2018","8507","658738 - Esc. Educ. Infantil - Tipo B - VITORIA DO MEARIM/MA",NA,"10"
"TDP2018","8509","657236 - Esc. Educ. Infantil - Tipo B - GUAJARA-MIRIM/RO",NA,"9;7"
"TDP2018","8520","658747 - Esc. Educ. Infantil - Tipo C - MONCAO/MA",NA,"9;7"
"TDP2018","8524","658728 - Esc. Educ. Infantil - Tipo B -  - Construção - LORETO/MA",NA,"9;7"
"TDP2018","8529","658368 - Esc. Educação Infantil - Tipo B - AGRICOLANDIA/PI",NA,"7;8"
"TDP2018","8532","656367 - Esc. Educ. Infantil - Tipo B - BATURITE/CE",NA,"9;7"
"TDP2018","8533","656549 - Esc. Educ. Infantil - Tipo B - PORANGA /CE",NA,"9;7"
"TDP2018","8543","655686 - Esc. Educ. Infantil - Tipo B - IPU /CE",NA,"9;7;8"
"TDP2018","8548","656538 - Esc. Educ. Infantil - CARNAUBAL/CE",NA,"9;7"
"TDP2018","8561","656349 - Esc. Educ. Infantil - Tipo B - São Rafael/RN",NA,"9;7"
"TDP2018","8571","657744 - Esc. Educ. Infantil - Tipo B - TABULEIRO GRANDE/RN",NA,"8"
"TDP2018","8573","656881 - Esc. Educ. Infantil - Tipo B - SITIO NOVO/RN",NA,"9;7;8"
"TDP2018","8577","658752 - Esc. Educ. Infantil - Tipo C - SENADOR GEORGINO AVELINO/RN",NA,"9;7;8"
"TDP2018","8578","657152 - Esc. Educ. Infantil - Tipo B - MAXARANGUAPE/RN",NA,"9;7;8"
"TDP2018","8581","657016 - Esc. Educ. Infantil - Tipo B - ALTO DO RODRIGUES /RN",NA,"8"
"TDP2018","8594","656486 - Esc. Educ. Infantil - Tipo B - RAFAEL FERNANDES /RN",NA,"9;7;8"
"TDP2018","8597","656962 - Esc. Educ. Infantil - Tipo B - ALAGOA GRANDE/PB",NA,"9;7"
"TDP2018","8599","656817 - Esc. Educ. Infantil - Tipo B - ARARA/PB",NA,"9;7"
"TDP2018","8604","656357 - Esc. Educ. Infantil - Tipo B - PITIMBU/PB",NA,"9;7"
"TDP2018","8605","656923 - Esc. Educ. Infantil - Tipo B - UIRAUNA /PB",NA,"9;7"
"TDP2018","8610","656581 - Esc. Educ. Infantil - Tipo C - ITACURUBA/PE",NA,"9;7;8"
"TDP2018","8614","656933 - Esc. Educ. Infantil - Tipo B - Construção - CONDADO/PE",NA,"9;8"
"TDP2018","8626","656995 - Esc. Educ. Infantil - Tipo B - POMBOS/PE",NA,"9;7"
"TDP2018","8635","656583 - Esc. Educ. Infantil - Tipo B - TEREZINHA/PE",NA,"9;7;8"
"TDP2018","8649","656975 - Esc. Educ. Infantil - Tipo B - MURICI/AL",NA,"9;7;8"
"TDP2018","8658","657070 - Esc. Educ. Infantil - Tipo B -  - Construção - POTIRETAMA/CE",NA,"9;7"
"TDP2018","8660","657460 - Esc. Educ. Infantil - Tipo B - ITABAIANINHA/SE",NA,"9;7"
"TDP2018","8682","658658 - Esc. Educ. Infantil - Tipo C - Construção - PIRIPA/BA",NA,"9;7"
"TDP2018","8685","656658 - Escola Educação Infantil - Tipo B - CANAVIEIRAS /BA",NA,"9;7;8"
"TDP2018","8703","656825 - Esc. Educ. Infantil - Tipo B -  - Construção - CENTRAL /BA",NA,"9;7;8"
"TDP2018","8706","656801 - Esc. Educ. Infantil - Tipo B -  - Construção - ITAJUIPE /BA",NA,"9;7;8"
"TDP2018","8715","656819 - Esc. Educ. Infantil - Tipo B -  - Construção - NOVA FATIMA /BA",NA,"9;7"
"TDP2018","8718","656973 - Esc. Educ. Infantil - Tipo B - FREI INOCENCIO/MG",NA,"9;7;8"
"TDP2018","8720","657164 - Esc. Educ. Infantil - Tipo B - FELIXLANDIA/MG",NA,"9;7"
"TDP2018","8726","656654 - Esc. Educ. Infantil - Tipo B - Capitão Enéas/MG",NA,"9;7"
"TDP2018","8730","657183 - Esc. Educ. Infantil - Tipo B - ARINOS/MG",NA,"9;8"
"TDP2018","8734","657095 - Esc. Educ. Infantil - Projeto 2 Convencional - CARVALHOS/MG",NA,"11;8"
"TDP2018","8742","657193 - Esc. Educ. Infantil - Tipo B - ITAPECERICA/MG",NA,"9;7;8"
"TDP2018","8760","657079 - Esc. Educ. Infantil - Tipo B - SAO GONCALO DO ABAETE/MG",NA,"9;7"
"TDP2018","8776","656859 - Esc. Educ. Infantil - Tipo C -  - Construção - PORT",NA,"9;7"
"TDP2018","8779","658684 - Esc. Educ. Infantil - Tipo B -  - Construção - BURITI DO TOCANTINS/TO",NA,"9;7"
"TDP2018","8783","656384 - Esc. Educ. Infantil - Tipo C - CACHOEIRINHA/TO",NA,"9;7"
"TDP2018","8784","655801 - Esc. Educ. Infantil - Tipo B - DARCINOPOLIS/TO",NA,"9;7"
"TDP2018","8801","656403 - Esc. Educ. Infantil - Tipo B - CENTENARIO/TO",NA,"9;7;8"
"TDP2018","8802","656351 - Esc. Educ. Infantil - BOM JESUS DO TOCANTINS/TO",NA,"9;7"
"TDP2018","8803","656668 - Esc. Educ. Infantil - Tipo B -LAGOA DO TOCANTINS/TO",NA,"9;7"
"TDP2018","8822","658675 - Esc. Educ. Infantil - Tipo C - Construção - OURO VERDE/SP",NA,"9;7;8"
"TDP2018","8841","657703 - Esc. Educ. Infantil - Tipo B -  - Construção - MONTE NEGRO/RO",NA,"9;7"
"TDP2018","8846","658749 - Esc. Educ. Infantil - Tipo C -  - Construção - PRACINHA/SP",NA,"9;7;8"
"TDP2018","8856","656418 - Esc. Educ. Infantil - Tipo B - BOM SUCESSO/PR",NA,"9;7;8"
"TDP2018","8918","656985 - Esc. Educ. Infantil - Tipo B - JAGUARUNA/SC",NA,"9;7"
"TDP2018","8969","657111 - Esc. Educ. Infantil - Tipo B - SANTA MARIA/RS",NA,"9;7"
"TDP2018","9559","656561 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - NINA RODRIGUES/MA",NA,"9;7;8"
"TDP2018","9565","657757 - Espaço Educativo Urbano II-06 Salas - SANTA LUZIA/MA",NA,"9;7;8"
"TDP2018","9593","656572 - Espaço Educativo Urbano II-06 Salas -  - Construção - MADALENA/CE",NA,"9;7"
"TDP2018","9599","656557 - Espaço Educativo Urbano II-06 Salas -  - Construção - ROSÁRIO DO CATETE/SE",NA,"7;8"
"TDP2018","9614","655854 - Espaço Educativo Urbano II - ARATUIPE/BA",NA,"9"
"TDP2018","11215","658473 - Construção Brasil Profissionalizado - Construção - Novo Hamburgo/RS",NA,"11;8"
"TDP2018","11238","657644 - Construção Brasil Profissionalizado - Brasil Profissionalizado - Construção - Arraias/TO",NA,"9"
"TDP2018","11294","658469 - ETEC Teodoro Sampaio - Brasil Profissionalizado - Construção - Teodoro Sampaio/SP",NA,"7;8"
"TDP2018","11561","700052/2010 - Escola de Educação Infantil - Novo Airão/AM",NA,"9;7"
"TDP2018","11645","702354 - Espaço Educativo Urbano II - 04 Salas - PAR - Construção Rural - São Roberto/MA",NA,"9;7;8"
"TDP2018","11654","700102 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - PONTAL/SP",NA,"7;8"
"TDP2018","11656","701780 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Rural - Monte Alegre/PA",NA,"9;7;8"
"TDP2018","11657","702202 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Rural - Quatipuru/PA",NA,"9;7"
"TDP2018","11684","702445 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MARIANÓPOLIS DO TOCANTINS/TO",NA,"7"
"TDP2018","11685","700056 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANDOLÂNDIA/TO",NA,"9;7"
"TDP2018","11697","700036 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - SILVÂNIA/GO",NA,"9;7"
"TDP2018","11709","701784 - Esc. Educ. Infantil   Tipo B  - Proinfância - Const",NA,"9;7;8"
"TDP2018","11710","701894 - Esc. Educ. Infantil   Tipo B  - Proinfância - Const",NA,"11;7"
"TDP2018","11727","700033 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - CODAJÁS/AM",NA,"9;7"
"TDP2018","11731","700055 - Esc. Educ. Infantil  - Proinfância - Construção - URUCURITUBA/AM",NA,"9;7;8"
"TDP2018","11736","702241 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - CAFARNAUM/BA",NA,"9;7"
"TDP2018","11737","702236 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ANDRADINA/SP",NA,"11;8"
"TDP2018","11741","701786 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MAIRINQUE/SP",NA,"9;7;8"
"TDP2018","11755","702362 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SÃO JOAQUIM/SC",NA,"11;8"
"TDP2018","11768","701981 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - BERNARDO SAYÃO/TO",NA,"9;7;8"
"TDP2018","11783","702347 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ENTRE RIOS/BA",NA,"9;8"
"TDP2018","11788","700070 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ITABELA/BA",NA,"9;7"
"TDP2018","11790","701840 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ITAMBÉ/BA",NA,"7;8"
"TDP2018","11791","700118 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - ITANAGRA/BA",NA,"9;7"
"TDP2018","11796","700121 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MASCOTE/BA",NA,"9;7"
"TDP2018","11798","702334 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - PEDRÃO/BA",NA,"9;7;8"
"TDP2018","11808","701768 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - WENCESLAU GUIMARÃES/BA",NA,"9;7;8"
"TDP2018","11814","700091 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - UMARI/CE",NA,"9;7"
"TDP2018","11820","700062 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - DAMIANÓPOLIS/GO",NA,"8"
"TDP2018","11821","702335 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - GOIANÓPOLIS/GO",NA,"9;7;8"
"TDP2018","11825","700083 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - MONTE ALEGRE DE GOIÁS/GO",NA,"9;7"
"TDP2018","11829","701771 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANTA CRUZ DE GOIÁS/GO",NA,"9;7;8"
"TDP2018","11836","700112 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - GOVERNADOR NUNES FREIRE/MA",NA,"9;7;8"
"TDP2018","11841","701814 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - TUFILÂNDIA/MA",NA,"9;7"
"TDP2018","11846","702447 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - CHAPADA GAÚCHA/MG",NA,"9;7;8"
"TDP2018","11854","702308 - Esc. Educ. Infantil   Tipo B  - Proinfância - Const",NA,"9;7"
"TDP2018","11863","702247 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - RIO NEGRO/MS",NA,"9;7"
"TDP2018","11889","701891 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - POCINHOS/PB",NA,"7"
"TDP2018","11892","701810 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - BREJO DA MADRE DE DEUS/PE",NA,"9;7;8"
"TDP2018","11896","700040 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SANTA MARIA DA BOA VISTA/PE",NA,"9;7"
"TDP2018","11900","701820 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - MARCOLÂNDIA/PI",NA,"9;7"
"TDP2018","11909","701986/2010 - Esc. Educ. Infantil Tipo C  - MIRADOR/PR",NA,"7;8"
"TDP2018","11917","700042 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MONTE ALEGRE/RN",NA,"9;7;8"
"TDP2018","11919","701921 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - PARELHAS/RN",NA,"9;7"
"TDP2018","11951","702327 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Rural - Potiretama/CE",NA,"9;8"
"TDP2018","11992","701747 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Fundamental - Murici/AL",NA,"9;7;8"
"TDP2018","11994","702338 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Fundamental - Nova Fátima/BA",NA,"9;7;8"
"TDP2018","12185","657664 - Brasil Profissionalizado - Guaraí/TO",NA,"9;7"
"TDP2018","12606","702534 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - NOVA OLINDA DO NORTE/AM",NA,"9;7"
"TDP2018","12612","702488 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ABREULANDIA/TO",NA,"9;7"
"TDP2018","12614","702538 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - NOVA CANAÃ/BA",NA,"9;7"
"TDP2018","12620","702537 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - PINDORETAMA/CE",NA,"8"
"TDP2018","12624","702477 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ALTO PARNAÍBA/MA",NA,"10"
"TDP2018","12625","702455 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - AMARANTE DO MARANHÃO/MA",NA,"9;7;8"
"TDP2018","12636","702525 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - JUIZ DE FORA/MG",NA,"11"
"TDP2018","12648","702535 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - JUAZEIRINHO/PB",NA,"9;7"
"TDP2018","12660","702518 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção -  CORONEL JOAO PESSOA/RN",NA,"9;7"
"TDP2018","12666","702517 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BARROS CASSAL/RS",NA,"9"
"TDP2018","13225","703656/10 - Escola de Educação Infantil tipo C - Araguari/MG",NA,"8"
"TDP2018","13230","703640/10 - Escola de Educação Infantil - Capão da Canoa/RS",NA,"11;8"
"TDP2018","13248","703250 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - COLÔNIA LEOPOLDINA/AL",NA,"9;7;8"
"TDP2018","13259","703541 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ITABUNA/BA",NA,"11;8"
"TDP2018","13275","703567 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - BAIXIO/CE",NA,"9;7;8"
"TDP2018","13286","703244 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - SANCLERLÂNDIA/GO",NA,"7;8"
"TDP2018","13287","703229 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - TAQUARAL DE GOIÁS/GO",NA,"9;7;8"
"TDP2018","13288","702561 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ALDEIAS ALTAS/MA",NA,"9;7;8"
"TDP2018","13289","702635 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BACURITUBA/MA",NA,"9;7;8"
"TDP2018","13290","703249 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - BOM JESUS DAS SELVAS/MA",NA,"9;8"
"TDP2018","13291","703065 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - COROATÁ/MA",NA,"9;7;8"
"TDP2018","13292","703302 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - DUQUE BACELAR/MA",NA,"7;8"
"TDP2018","13297","703059 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - TURIAÇU/MA",NA,"9;7;8"
"TDP2018","13298","703239 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BAEPENDI/MG",NA,"11;8"
"TDP2018","13303","703320 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - DOM BOSCO/MG",NA,"7;8"
"TDP2018","13308","702588 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - NOVO CRUZEIRO/MG",NA,"9;7"
"TDP2018","13316","703218 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA HELENA DE MINAS/MG",NA,"9;7;8"
"TDP2018","13322","702605 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - URUCUIA/MG",NA,"9;7"
"TDP2018","13339","703260 - Esc. Educ. Infantil - Tipo B - Proinfância - Constr",NA,"9"
"TDP2018","13351","702600 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - FAGUNDES/PB",NA,"9;7"
"TDP2018","13358","703252 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - SÃO JOSÉ DE CAIANA/PB",NA,"9;7;8"
"TDP2018","13365","703307 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - VICÊNCIA/PE",NA,"7"
"TDP2018","13368","702587 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - CABECEIRAS DO PIAUÍ/PI",NA,"9;7"
"TDP2018","13369","703282 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - CAMPINAS DO PIAUÍ/PI",NA,"9;8"
"TDP2018","13370","703287 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - FLORES DO PIAUÍ/PI",NA,"9;7"
"TDP2018","13372","703406 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LAGOA ALEGRE/PI",NA,"9;7"
"TDP2018","13389","702625 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LAGOA D`ANTA/RN",NA,"9;7;8"
"TDP2018","13391","702591 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - POÇO BRANCO/RN",NA,"9;8"
"TDP2018","13408","703277 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - GRAVATAÍ/RS",NA,"11;8"
"TDP2018","13412","703253 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LAGOÃO/RS",NA,"9;7"
"TDP2018","13418","704173 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA MARIA/RS",NA,"8"
"TDP2018","13421","703210/10 - EE Infantil - Tipo B - SÃO FRANCISCO DE PAULA/RS",NA,"10;8"
"TDP2018","13472","702650 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PALMEIRAS DO TOCANTINS/TO",NA,"9;7"
"TDP2018","13474","702639 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - TUPIRATINS/TO",NA,"9;8"
"TDP2018","13475","702613 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - XAMBIOÁ/TO",NA,"9;8"
